chunk_id,n_cells,n_viol,worst_excess,worst_record
371,2000,0,0.000e+00,"None"
372,2000,0,0.000e+00,"None"
373,2000,0,0.000e+00,"None"
374,2000,0,0.000e+00,"None"
375,2000,0,0.000e+00,"None"
376,2000,0,0.000e+00,"None"
377,2000,0,0.000e+00,"None"
378,2000,0,0.000e+00,"None"
379,2000,0,0.000e+00,"None"
380,2000,0,0.000e+00,"None"
381,2000,0,0.000e+00,"None"
382,2000,0,0.000e+00,"None"
383,2000,0,0.000e+00,"None"
384,2000,0,0.000e+00,"None"
385,2000,0,0.000e+00,"None"
386,2000,0,0.000e+00,"None"
387,2000,0,0.000e+00,"None"
388,2000,0,0.000e+00,"None"
389,2000,0,0.000e+00,"None"
390,2000,0,0.000e+00,"None"
391,2000,0,0.000e+00,"None"
392,2000,0,0.000e+00,"None"
393,2000,0,0.000e+00,"None"
394,2000,0,0.000e+00,"None"
395,2000,0,0.000e+00,"None"
396,2000,0,0.000e+00,"None"
397,2000,0,0.000e+00,"None"
398,2000,0,0.000e+00,"None"
399,2000,0,0.000e+00,"None"
400,2000,0,0.000e+00,"None"
401,2000,0,0.000e+00,"None"
402,2000,0,0.000e+00,"None"
403,2000,0,0.000e+00,"None"
404,2000,0,0.000e+00,"None"
405,2000,0,0.000e+00,"None"
406,2000,0,0.000e+00,"None"
407,2000,0,0.000e+00,"None"
408,2000,0,0.000e+00,"None"
409,2000,0,0.000e+00,"None"
410,2000,0,0.000e+00,"None"
411,2000,0,0.000e+00,"None"
412,2000,0,0.000e+00,"None"
413,2000,0,0.000e+00,"None"
414,2000,0,0.000e+00,"None"
415,2000,0,0.000e+00,"None"
416,2000,0,0.000e+00,"None"
418,2000,0,0.000e+00,"None"
417,2000,0,0.000e+00,"None"
419,2000,0,0.000e+00,"None"
420,2000,0,0.000e+00,"None"
421,2000,0,0.000e+00,"None"
422,2000,0,0.000e+00,"None"
423,2000,0,0.000e+00,"None"
424,2000,0,0.000e+00,"None"
425,2000,0,0.000e+00,"None"
427,2000,0,0.000e+00,"None"
426,2000,0,0.000e+00,"None"
428,2000,0,0.000e+00,"None"
429,2000,0,0.000e+00,"None"
430,2000,0,0.000e+00,"None"
431,2000,0,0.000e+00,"None"
432,2000,0,0.000e+00,"None"
433,2000,0,0.000e+00,"None"
434,2000,0,0.000e+00,"None"
435,2000,0,0.000e+00,"None"
436,2000,0,0.000e+00,"None"
437,2000,0,0.000e+00,"None"
438,2000,0,0.000e+00,"None"
439,2000,0,0.000e+00,"None"
440,2000,0,0.000e+00,"None"
441,2000,0,0.000e+00,"None"
442,2000,0,0.000e+00,"None"
443,2000,0,0.000e+00,"None"
444,2000,0,0.000e+00,"None"
445,2000,0,0.000e+00,"None"
446,2000,0,0.000e+00,"None"
447,2000,0,0.000e+00,"None"
448,2000,0,0.000e+00,"None"
449,2000,0,0.000e+00,"None"
450,2000,0,0.000e+00,"None"
451,2000,0,0.000e+00,"None"
452,2000,0,0.000e+00,"None"
453,2000,0,0.000e+00,"None"
454,2000,0,0.000e+00,"None"
455,2000,0,0.000e+00,"None"
456,2000,0,0.000e+00,"None"
457,2000,0,0.000e+00,"None"
458,2000,0,0.000e+00,"None"
459,2000,0,0.000e+00,"None"
460,2000,0,0.000e+00,"None"
461,2000,0,0.000e+00,"None"
462,2000,0,0.000e+00,"None"
463,2000,0,0.000e+00,"None"
464,2000,0,0.000e+00,"None"
465,2000,0,0.000e+00,"None"
466,2000,0,0.000e+00,"None"
467,2000,0,0.000e+00,"None"
468,2000,0,0.000e+00,"None"
469,2000,0,0.000e+00,"None"
470,2000,0,0.000e+00,"None"
471,2000,0,0.000e+00,"None"
472,2000,0,0.000e+00,"None"
473,2000,0,0.000e+00,"None"
474,2000,0,0.000e+00,"None"
475,2000,0,0.000e+00,"None"
476,2000,0,0.000e+00,"None"
477,2000,0,0.000e+00,"None"
478,2000,0,0.000e+00,"None"
479,2000,0,0.000e+00,"None"
480,2000,0,0.000e+00,"None"
481,2000,0,0.000e+00,"None"
482,2000,0,0.000e+00,"None"
483,2000,0,0.000e+00,"None"
485,2000,0,0.000e+00,"None"
484,2000,0,0.000e+00,"None"
486,2000,0,0.000e+00,"None"
487,2000,0,0.000e+00,"None"
488,2000,0,0.000e+00,"None"
489,2000,0,0.000e+00,"None"
